reading_id,machine_id,timestamp,temperature,vibration,pressure,runtime_hours,energy_consumption,operating_load
R00013697,M0039,2024-01-05T00:00:00,45.36,2.82,110.26,8148.78,41.9,0.397
R00013698,M0039,2024-01-05T06:00:00,49.58,3.171,116.2,8152.78,41.24,0.667
R00013699,M0039,2024-01-05T12:00:00,47.23,3.111,111.37,8155.32,38.73,0.424
R00013700,M0039,2024-01-05T18:00:00,40.83,3.154,105.36,8158.6,36.04,0.546
R00013701,M0039,2024-01-06T00:00:00,47.35,3.624,103.72,8162.21,40.61,0.601
R00013702,M0039,2024-01-06T06:00:00,49.0,2.874,120.62,8166.2,41.23,0.666
R00013703,M0039,2024-01-06T12:00:00,49.43,3.185,110.59,8170.61,38.74,0.734
R00013704,M0039,2024-01-06T18:00:00,47.28,3.087,110.5,8174.81,39.55,0.7
R00013705,M0039,2024-01-07T00:00:00,48.84,3.56,111.07,8179.16,41.91,0.725
R00013706,M0039,2024-01-07T06:00:00,46.42,3.482,98.83,8180.91,36.79,0.291
R00013707,M0039,2024-01-07T12:00:00,43.32,3.233,103.47,8182.78,41.18,0.312
R00013708,M0039,2024-01-07T18:00:00,45.79,3.47,109.1,8186.86,38.87,0.68
R00013709,M0039,2024-01-08T00:00:00,44.53,3.426,112.24,8190.05,40.23,0.532
R00013710,M0039,2024-01-08T06:00:00,49.3,2.868,106.68,8192.68,38.06,0.438
R00013711,M0039,2024-01-08T12:00:00,48.72,3.483,112.46,8196.69,38.34,0.667
R00013712,M0039,2024-01-08T18:00:00,44.38,2.952,109.98,8199.15,36.72,0.411
R00013713,M0039,2024-01-09T00:00:00,48.96,3.153,103.28,8201.52,41.61,0.395
R00013714,M0039,2024-01-09T06:00:00,50.6,3.358,115.75,8205.17,43.4,0.608
R00013715,M0039,2024-01-09T12:00:00,46.82,2.859,120.27,8208.49,39.67,0.553
R00013716,M0039,2024-01-09T18:00:00,46.86,3.219,112.61,8212.49,39.41,0.666
R00013717,M0039,2024-01-10T00:00:00,47.92,3.163,112.61,8215.34,41.4,0.476
R00013718,M0039,2024-01-10T06:00:00,50.86,3.25,115.46,8219.66,45.26,0.719
R00013719,M0039,2024-01-10T12:00:00,49.27,3.4,114.15,8223.73,39.58,0.678
R00013720,M0039,2024-01-10T18:00:00,43.89,3.298,110.24,8226.8,38.86,0.512
R00013721,M0039,2024-01-11T00:00:00,50.33,2.983,114.27,8231.15,41.92,0.726
R00013722,M0039,2024-01-11T06:00:00,49.43,2.847,110.82,8234.56,42.12,0.568
R00013723,M0039,2024-01-11T12:00:00,46.05,2.968,106.93,8237.23,37.79,0.446
R00013724,M0039,2024-01-11T18:00:00,45.04,3.045,111.57,8241.38,41.72,0.692
R00013725,M0039,2024-01-12T00:00:00,46.1,3.026,116.34,8244.82,38.55,0.573
R00013726,M0039,2024-01-12T06:00:00,48.13,2.846,108.03,8247.91,41.09,0.514
R00013727,M0039,2024-01-12T12:00:00,46.54,3.066,111.27,8251.45,42.81,0.591
R00013728,M0039,2024-01-12T18:00:00,45.65,2.903,110.94,8255.14,40.24,0.615
R00013729,M0039,2024-01-13T00:00:00,46.73,3.023,111.75,8258.62,40.01,0.58
R00013730,M0039,2024-01-13T06:00:00,49.55,2.867,113.1,8262.54,42.92,0.654
R00013731,M0039,2024-01-13T12:00:00,46.58,2.993,110.85,8266.45,41.03,0.652
R00013732,M0039,2024-01-13T18:00:00,46.43,2.972,109.58,8271.14,40.35,0.781
R00013733,M0039,2024-01-14T00:00:00,45.25,3.429,106.87,8274.17,38.39,0.505
R00013734,M0039,2024-01-14T06:00:00,48.33,3.16,110.92,8277.61,42.41,0.574
R00013735,M0039,2024-01-14T12:00:00,50.43,3.231,107.62,8281.74,44.24,0.688
R00013736,M0039,2024-01-14T18:00:00,48.16,2.841,114.74,8285.43,40.63,0.615
R00013737,M0039,2024-01-15T00:00:00,48.7,2.926,112.33,8289.0,37.51,0.595
R00013738,M0039,2024-01-15T06:00:00,47.41,3.041,98.68,8292.8,36.74,0.633
R00013739,M0039,2024-01-15T12:00:00,47.63,2.897,112.9,8296.32,42.11,0.586
R00013740,M0039,2024-01-15T18:00:00,47.29,3.389,109.19,8301.47,41.1,0.858
R00013741,M0039,2024-01-16T00:00:00,46.8,2.81,113.35,8304.4,39.89,0.49
R00013742,M0039,2024-01-16T06:00:00,52.39,2.936,110.89,8308.77,39.72,0.727
R00013743,M0039,2024-01-16T12:00:00,45.78,3.024,108.02,8311.89,40.38,0.52
R00013744,M0039,2024-01-16T18:00:00,47.54,2.964,108.12,8315.56,41.95,0.612
R00013745,M0039,2024-01-17T00:00:00,48.31,2.951,100.18,8318.14,40.89,0.429
R00013746,M0039,2024-01-17T06:00:00,51.09,3.114,106.09,8321.41,44.99,0.546
R00013747,M0039,2024-01-17T12:00:00,47.13,3.137,104.59,8323.65,43.74,0.373
R00013748,M0039,2024-01-17T18:00:00,46.41,3.229,111.84,8327.23,37.51,0.598
R00013749,M0039,2024-01-18T00:00:00,44.01,2.851,103.87,8328.73,35.54,0.25
R00013750,M0039,2024-01-18T06:00:00,45.53,2.745,111.56,8330.34,35.87,0.267
R00013751,M0039,2024-01-18T12:00:00,43.5,2.959,115.22,8334.27,39.96,0.656
R00013752,M0039,2024-01-18T18:00:00,41.33,3.463,117.46,8337.73,39.95,0.577
R00013753,M0039,2024-01-19T00:00:00,48.29,3.188,114.47,8342.09,41.52,0.727
R00013754,M0039,2024-01-19T06:00:00,50.27,3.389,114.1,8345.03,42.37,0.489
R00013755,M0039,2024-01-19T12:00:00,48.19,3.627,109.94,8348.68,41.36,0.609
R00013756,M0039,2024-01-19T18:00:00,46.74,2.796,99.1,8351.36,39.39,0.447
R00013757,M0039,2024-01-20T00:00:00,47.24,3.275,106.33,8355.69,41.55,0.72
R00013758,M0039,2024-01-20T06:00:00,46.34,3.307,110.25,8358.69,38.82,0.5
R00013759,M0039,2024-01-20T12:00:00,48.96,2.998,112.41,8363.27,40.67,0.764
R00013760,M0039,2024-01-20T18:00:00,46.59,3.38,107.9,8366.66,41.79,0.565
R00013761,M0039,2024-01-21T00:00:00,47.45,3.306,108.9,8369.17,38.75,0.418
R00013762,M0039,2024-01-21T06:00:00,49.78,2.778,108.1,8372.3,41.89,0.522
R00013763,M0039,2024-01-21T12:00:00,48.42,2.837,111.84,8375.2,41.62,0.483
R00013764,M0039,2024-01-21T18:00:00,44.38,3.168,101.82,8377.39,37.68,0.366
R00013765,M0039,2024-01-22T00:00:00,45.04,2.926,107.06,8381.08,39.39,0.614
R00013766,M0039,2024-01-22T06:00:00,50.27,3.425,112.27,8386.23,43.17,0.858
R00013767,M0039,2024-01-22T12:00:00,47.33,2.838,105.1,8389.48,41.43,0.542
R00013768,M0039,2024-01-22T18:00:00,45.84,3.042,103.49,8393.83,40.31,0.724
R00013769,M0039,2024-01-23T00:00:00,50.0,3.027,111.63,8398.57,41.78,0.792
R00013770,M0039,2024-01-23T06:00:00,51.28,3.017,113.33,8402.33,40.4,0.626
R00013771,M0039,2024-01-23T12:00:00,45.33,2.822,110.04,8405.52,39.61,0.532
R00013772,M0039,2024-01-23T18:00:00,47.1,3.561,113.17,8409.21,37.12,0.614
R00013773,M0039,2024-01-24T00:00:00,47.27,3.337,113.05,8412.52,44.38,0.553
R00013774,M0039,2024-01-24T06:00:00,50.9,3.103,110.39,8415.43,43.13,0.485
R00013775,M0039,2024-01-24T12:00:00,48.97,3.18,111.25,8418.41,41.41,0.496
R00013776,M0039,2024-01-24T18:00:00,46.81,2.739,108.89,8421.36,41.04,0.493
R00013777,M0039,2024-01-25T00:00:00,46.11,3.159,104.12,8424.65,41.32,0.548
R00013778,M0039,2024-01-25T06:00:00,45.46,2.926,110.26,8427.32,37.25,0.445
R00013779,M0039,2024-01-25T12:00:00,47.36,2.866,112.1,8430.04,38.1,0.453
R00013780,M0039,2024-01-25T18:00:00,47.31,3.126,104.2,8433.24,38.2,0.533
R00013781,M0039,2024-01-26T00:00:00,50.88,2.879,107.01,8436.88,39.84,0.607
R00013782,M0039,2024-01-26T06:00:00,46.58,3.499,111.22,8440.63,42.85,0.625
R00013783,M0039,2024-01-26T12:00:00,48.62,3.303,110.19,8444.71,40.97,0.68
R00013784,M0039,2024-01-26T18:00:00,46.15,4.161,109.32,8448.15,42.12,0.574
R00013785,M0039,2024-01-27T00:00:00,49.47,3.545,118.17,8452.78,43.7,0.771
R00013786,M0039,2024-01-27T06:00:00,46.87,2.806,105.81,8454.39,38.0,0.268
R00013787,M0039,2024-01-27T12:00:00,50.07,3.324,116.84,8458.34,41.89,0.659
R00013788,M0039,2024-01-27T18:00:00,40.16,2.891,108.04,8460.45,38.97,0.35
R00013789,M0039,2024-01-28T00:00:00,44.78,3.056,112.14,8464.23,37.12,0.631
R00013790,M0039,2024-01-28T06:00:00,49.44,3.049,105.34,8468.7,46.26,0.746
R00013791,M0039,2024-01-28T12:00:00,47.86,3.057,108.44,8472.06,41.04,0.558
R00013792,M0039,2024-01-28T18:00:00,46.92,3.196,113.13,8475.82,41.74,0.628
R00013793,M0039,2024-01-29T00:00:00,46.7,3.176,107.63,8478.87,40.76,0.508
R00013794,M0039,2024-01-29T06:00:00,50.65,3.354,105.47,8482.61,38.51,0.624
R00013795,M0039,2024-01-29T12:00:00,49.83,3.286,110.63,8485.92,41.0,0.551
R00013796,M0039,2024-01-29T18:00:00,47.74,3.1,108.17,8489.57,40.88,0.609
R00013797,M0039,2024-01-30T00:00:00,49.58,3.592,114.28,8493.79,42.77,0.703
R00013798,M0039,2024-01-30T06:00:00,49.3,3.035,110.85,8497.69,40.28,0.65
R00013799,M0039,2024-01-30T12:00:00,46.7,3.19,107.76,8500.67,39.16,0.497
R00013800,M0039,2024-01-30T18:00:00,47.43,3.6,104.65,8504.83,41.33,0.694
R00013801,M0039,2024-01-31T00:00:00,48.69,2.989,107.65,8509.13,42.87,0.716
R00013802,M0039,2024-01-31T06:00:00,48.82,3.173,118.78,8512.73,39.35,0.601
R00013803,M0039,2024-01-31T12:00:00,48.07,3.083,115.64,8516.6,43.94,0.644
R00013804,M0039,2024-01-31T18:00:00,42.56,2.793,109.34,8519.75,31.75,0.525
R00013805,M0039,2024-02-01T00:00:00,47.2,2.911,108.83,8523.9,40.09,0.691
R00013806,M0039,2024-02-01T06:00:00,50.2,3.659,113.62,8528.22,44.74,0.72
R00013807,M0039,2024-02-01T12:00:00,47.25,3.147,114.44,8531.56,40.86,0.558
R00013808,M0039,2024-02-01T18:00:00,45.78,2.93,110.93,8535.41,39.79,0.641
R00013809,M0039,2024-02-02T00:00:00,48.0,3.112,109.97,8539.55,40.61,0.69
R00013810,M0039,2024-02-02T06:00:00,48.6,3.237,109.47,8543.32,44.67,0.629
R00013811,M0039,2024-02-02T12:00:00,48.39,3.154,114.78,8546.82,42.23,0.583
R00013812,M0039,2024-02-02T18:00:00,47.27,3.563,112.29,8552.03,44.28,0.868
R00013813,M0039,2024-02-03T00:00:00,46.02,2.962,107.43,8555.81,38.42,0.63
R00013814,M0039,2024-02-03T06:00:00,50.02,3.051,107.62,8559.23,42.84,0.57
R00013815,M0039,2024-02-03T12:00:00,45.43,3.498,107.35,8562.14,35.97,0.486
R00013816,M0039,2024-02-03T18:00:00,41.54,3.272,108.74,8564.81,35.37,0.444
R00013817,M0039,2024-02-04T00:00:00,50.73,2.913,116.81,8568.66,41.05,0.642
R00013818,M0039,2024-02-04T06:00:00,51.65,2.953,106.93,8571.36,43.44,0.451
R00013819,M0039,2024-02-04T12:00:00,47.31,2.896,107.61,8574.86,40.38,0.584
R00013820,M0039,2024-02-04T18:00:00,45.6,3.045,112.11,8578.66,40.61,0.634
R00013821,M0039,2024-02-05T00:00:00,46.68,2.909,105.3,8581.96,45.67,0.549
R00013822,M0039,2024-02-05T06:00:00,46.8,2.763,110.67,8583.78,36.37,0.303
R00013823,M0039,2024-02-05T12:00:00,47.17,3.222,104.97,8586.83,42.0,0.508
R00013824,M0039,2024-02-05T18:00:00,46.19,3.145,111.18,8590.85,38.79,0.67
R00013825,M0039,2024-02-06T00:00:00,47.84,2.938,112.16,8593.56,39.0,0.453
R00013826,M0039,2024-02-06T06:00:00,48.44,3.317,112.04,8597.9,41.2,0.723
R00013827,M0039,2024-02-06T12:00:00,47.45,2.997,109.22,8601.48,35.71,0.596
R00013828,M0039,2024-02-06T18:00:00,45.49,3.088,103.52,8605.94,38.52,0.744
R00013829,M0039,2024-02-07T00:00:00,50.7,2.981,112.42,8609.59,40.65,0.607
R00013830,M0039,2024-02-07T06:00:00,48.91,2.906,114.77,8613.05,39.9,0.578
R00013831,M0039,2024-02-07T12:00:00,46.8,2.9,114.39,8616.54,40.7,0.582
R00013832,M0039,2024-02-07T18:00:00,45.63,3.137,112.99,8620.22,41.62,0.614
R00013833,M0039,2024-02-08T00:00:00,47.97,3.156,113.28,8624.28,43.46,0.676
R00013834,M0039,2024-02-08T06:00:00,48.44,3.006,103.42,8628.31,43.91,0.671
R00013835,M0039,2024-02-08T12:00:00,47.91,3.358,108.0,8631.9,41.4,0.598
R00013836,M0039,2024-02-08T18:00:00,42.61,2.826,110.24,8634.81,32.95,0.485
R00013837,M0039,2024-02-09T00:00:00,47.85,3.131,111.65,8638.77,43.23,0.66
R00013838,M0039,2024-02-09T06:00:00,50.32,3.229,114.48,8643.01,40.0,0.708
R00013839,M0039,2024-02-09T12:00:00,45.23,2.959,106.65,8645.91,34.47,0.483
R00013840,M0039,2024-02-09T18:00:00,44.42,2.876,114.13,8648.73,40.18,0.469
R00013841,M0039,2024-02-10T00:00:00,46.18,3.521,108.42,8652.32,40.13,0.6
R00013842,M0039,2024-02-10T06:00:00,50.86,3.048,110.55,8655.87,40.97,0.591
R00013843,M0039,2024-02-10T12:00:00,45.2,3.008,118.62,8658.34,42.65,0.412
R00013844,M0039,2024-02-10T18:00:00,45.59,3.166,109.85,8660.99,38.02,0.442
R00013845,M0039,2024-02-11T00:00:00,49.18,2.922,113.29,8664.38,41.79,0.564
R00013846,M0039,2024-02-11T06:00:00,46.61,2.844,108.32,8667.38,38.09,0.499
R00013847,M0039,2024-02-11T12:00:00,47.17,3.204,101.51,8670.39,37.48,0.503
R00013848,M0039,2024-02-11T18:00:00,42.68,3.332,118.38,8674.04,40.15,0.609
R00013849,M0039,2024-02-12T00:00:00,46.19,3.769,107.48,8679.29,44.43,0.874
R00013850,M0039,2024-02-12T06:00:00,48.46,2.739,106.49,8681.33,36.06,0.341
R00013851,M0039,2024-02-12T12:00:00,47.72,3.182,109.08,8684.62,40.38,0.549
R00013852,M0039,2024-02-12T18:00:00,43.25,3.052,111.18,8688.4,37.97,0.63
R00013853,M0039,2024-02-13T00:00:00,48.41,3.046,112.01,8691.16,39.34,0.459
R00013854,M0039,2024-02-13T06:00:00,51.28,3.066,114.73,8694.5,42.02,0.557
R00013855,M0039,2024-02-13T12:00:00,48.98,3.363,101.98,8698.38,42.12,0.647
R00013856,M0039,2024-02-13T18:00:00,48.26,3.046,112.43,8702.49,42.72,0.685
R00013857,M0039,2024-02-14T00:00:00,48.84,3.004,110.19,8706.8,43.87,0.718
R00013858,M0039,2024-02-14T06:00:00,51.81,3.173,112.14,8711.1,41.82,0.717
R00013859,M0039,2024-02-14T12:00:00,48.78,3.135,110.39,8714.09,41.14,0.499
R00013860,M0039,2024-02-14T18:00:00,47.85,3.088,108.66,8717.71,41.74,0.603
R00013861,M0039,2024-02-15T00:00:00,45.47,3.277,105.46,8720.15,37.42,0.406
R00013862,M0039,2024-02-15T06:00:00,50.01,2.799,107.05,8722.25,37.99,0.351
R00013863,M0039,2024-02-15T12:00:00,50.17,3.037,111.93,8726.11,37.6,0.642
R00013864,M0039,2024-02-15T18:00:00,46.72,3.215,112.33,8729.52,44.64,0.569
R00013865,M0039,2024-02-16T00:00:00,45.8,2.874,114.32,8732.52,41.93,0.5
R00013866,M0039,2024-02-16T06:00:00,48.24,2.958,111.83,8734.66,40.55,0.356
R00013867,M0039,2024-02-16T12:00:00,42.27,3.516,112.36,8738.08,37.08,0.571
R00013868,M0039,2024-02-16T18:00:00,45.93,2.942,104.54,8741.35,37.23,0.544
R00013869,M0039,2024-02-17T00:00:00,46.8,3.471,107.54,8745.16,41.05,0.635
R00013870,M0039,2024-02-17T06:00:00,51.07,3.076,112.15,8747.55,41.17,0.4
R00013871,M0039,2024-02-17T12:00:00,45.31,3.158,106.01,8750.22,38.87,0.444
R00013872,M0039,2024-02-17T18:00:00,45.24,2.823,108.95,8753.51,37.87,0.548
R00013873,M0039,2024-02-18T00:00:00,46.93,3.106,104.51,8756.78,39.25,0.545
R00013874,M0039,2024-02-18T06:00:00,48.64,3.1,102.15,8759.68,43.48,0.484
R00013875,M0039,2024-02-18T12:00:00,43.32,3.008,107.68,8762.74,38.02,0.51
R00013876,M0039,2024-02-18T18:00:00,47.32,2.889,104.54,8766.3,37.33,0.593
R00013877,M0039,2024-02-19T00:00:00,45.55,2.774,105.33,8768.77,36.57,0.412
R00013878,M0039,2024-02-19T06:00:00,47.64,2.939,107.97,8771.72,41.9,0.491
R00013879,M0039,2024-02-19T12:00:00,47.02,2.845,110.38,8774.79,40.4,0.513
R00013880,M0039,2024-02-19T18:00:00,50.11,3.311,107.77,8778.24,44.59,0.575
R00013881,M0039,2024-02-20T00:00:00,45.91,3.658,111.86,8782.5,41.08,0.71
R00013882,M0039,2024-02-20T06:00:00,47.94,2.591,105.49,8784.33,41.58,0.304
R00013883,M0039,2024-02-20T12:00:00,46.61,2.791,104.61,8787.64,37.39,0.553
R00013884,M0039,2024-02-20T18:00:00,44.57,2.865,108.58,8789.24,37.59,0.267
R00013885,M0039,2024-02-21T00:00:00,49.91,2.858,113.26,8792.65,42.53,0.567
R00013886,M0039,2024-02-21T06:00:00,49.47,3.084,106.56,8795.19,39.98,0.424
R00013887,M0039,2024-02-21T12:00:00,46.92,3.011,105.08,8799.47,40.21,0.713
R00013888,M0039,2024-02-21T18:00:00,47.44,3.035,103.55,8802.61,39.01,0.523
R00013889,M0039,2024-02-22T00:00:00,47.43,3.195,108.11,8805.65,40.9,0.508
R00013890,M0039,2024-02-22T06:00:00,49.99,3.146,109.77,8809.04,43.4,0.565
R00013891,M0039,2024-02-22T12:00:00,46.64,2.77,103.64,8812.0,40.48,0.492
R00013892,M0039,2024-02-22T18:00:00,45.17,2.953,112.16,8815.08,36.29,0.513
R00013893,M0039,2024-02-23T00:00:00,49.32,3.079,113.33,8818.81,42.16,0.622
R00013894,M0039,2024-02-23T06:00:00,50.97,3.165,106.81,8822.59,44.64,0.631
R00013895,M0039,2024-02-23T12:00:00,44.77,2.838,109.34,8825.85,39.11,0.543
R00013896,M0039,2024-02-23T18:00:00,48.37,3.087,102.33,8829.07,37.44,0.536
R00013897,M0039,2024-02-24T00:00:00,47.81,2.815,110.71,8832.05,38.19,0.497
R00013898,M0039,2024-02-24T06:00:00,46.8,2.888,112.66,8835.79,37.99,0.623
R00013899,M0039,2024-02-24T12:00:00,45.26,3.188,114.67,8840.37,38.7,0.763
R00013900,M0039,2024-02-24T18:00:00,44.36,2.925,109.44,8844.04,38.91,0.612
R00013901,M0039,2024-02-25T00:00:00,46.09,3.029,111.93,8847.12,42.83,0.513
R00013902,M0039,2024-02-25T06:00:00,52.2,3.012,115.8,8852.09,44.18,0.828
R00013903,M0039,2024-02-25T12:00:00,50.58,3.108,106.9,8855.33,43.52,0.54
R00013904,M0039,2024-02-25T18:00:00,44.4,2.875,110.34,8859.18,33.55,0.642
R00013905,M0039,2024-02-26T00:00:00,48.46,2.934,111.07,8861.72,42.4,0.424
R00013906,M0039,2024-02-26T06:00:00,50.76,2.682,109.75,8863.83,43.97,0.352
R00013907,M0039,2024-02-26T12:00:00,47.76,3.076,109.25,8867.95,39.84,0.686
R00013908,M0039,2024-02-26T18:00:00,47.36,2.988,110.39,8872.26,42.39,0.719
R00013909,M0039,2024-02-27T00:00:00,49.51,2.732,104.83,8874.5,41.98,0.373
R00013910,M0039,2024-02-27T06:00:00,49.83,3.367,114.91,8878.72,43.31,0.704
R00013911,M0039,2024-02-27T12:00:00,46.7,2.663,107.72,8881.12,37.63,0.4
R00013912,M0039,2024-02-27T18:00:00,44.02,3.288,110.58,8885.09,37.95,0.663
R00013913,M0039,2024-02-28T00:00:00,47.64,3.283,112.55,8888.38,43.14,0.548
R00013914,M0039,2024-02-28T06:00:00,48.88,3.448,109.53,8891.82,40.45,0.573
R00013915,M0039,2024-02-28T12:00:00,47.59,3.126,110.23,8894.87,40.5,0.509
R00013916,M0039,2024-02-28T18:00:00,43.06,3.555,108.97,8898.74,39.42,0.645
R00013917,M0039,2024-02-29T00:00:00,44.48,2.857,107.94,8901.48,39.81,0.457
R00013918,M0039,2024-02-29T06:00:00,48.26,3.268,107.77,8904.06,39.07,0.429
R00013919,M0039,2024-02-29T12:00:00,50.1,3.107,108.78,8908.14,43.85,0.68
R00013920,M0039,2024-02-29T18:00:00,46.41,2.913,110.18,8911.82,41.91,0.613
R00013921,M0039,2024-03-01T00:00:00,46.57,3.237,111.17,8916.21,38.35,0.733
R00013922,M0039,2024-03-01T06:00:00,48.02,3.093,105.37,8919.08,36.35,0.478
R00013923,M0039,2024-03-01T12:00:00,46.51,3.155,110.85,8922.39,41.46,0.551
R00013924,M0039,2024-03-01T18:00:00,43.37,3.229,107.52,8925.61,40.07,0.537
R00013925,M0039,2024-03-02T00:00:00,48.38,2.877,110.27,8928.84,41.06,0.54
R00013926,M0039,2024-03-02T06:00:00,46.24,2.884,114.25,8932.17,39.28,0.553
R00013927,M0039,2024-03-02T12:00:00,47.73,3.119,108.77,8935.44,37.25,0.546
R00013928,M0039,2024-03-02T18:00:00,46.4,2.879,108.37,8939.02,40.36,0.597
R00013929,M0039,2024-03-03T00:00:00,46.6,2.884,110.56,8942.35,40.12,0.555
R00013930,M0039,2024-03-03T06:00:00,49.31,2.892,111.78,8945.49,41.54,0.523
R00013931,M0039,2024-03-03T12:00:00,49.43,3.62,115.18,8949.83,44.99,0.723
R00013932,M0039,2024-03-03T18:00:00,46.22,2.994,108.86,8952.5,34.73,0.445
R00013933,M0039,2024-03-04T00:00:00,45.6,2.787,102.39,8954.44,38.6,0.324
R00013934,M0039,2024-03-04T06:00:00,45.76,3.426,111.03,8957.18,38.77,0.455
R00013935,M0039,2024-03-04T12:00:00,45.12,2.898,106.8,8959.72,37.61,0.425
R00013936,M0039,2024-03-04T18:00:00,43.48,3.299,101.55,8962.42,35.23,0.45
R00013937,M0039,2024-03-05T00:00:00,46.59,2.913,111.15,8965.5,40.69,0.513
R00013938,M0039,2024-03-05T06:00:00,50.21,3.527,112.14,8968.78,42.09,0.546
R00013939,M0039,2024-03-05T12:00:00,43.51,3.208,104.78,8972.9,41.83,0.686
R00013940,M0039,2024-03-05T18:00:00,45.88,2.76,113.22,8975.82,38.99,0.487
R00013941,M0039,2024-03-06T00:00:00,47.21,3.304,109.01,8980.34,42.87,0.753
R00013942,M0039,2024-03-06T06:00:00,47.5,3.16,111.8,8984.26,43.52,0.654
R00013943,M0039,2024-03-06T12:00:00,44.63,3.093,102.85,8987.28,39.96,0.503
R00013944,M0039,2024-03-06T18:00:00,44.16,2.737,105.23,8989.33,40.21,0.341
R00013945,M0039,2024-03-07T00:00:00,47.14,2.887,107.12,8992.75,43.69,0.571
R00013946,M0039,2024-03-07T06:00:00,52.21,3.06,109.85,8995.98,41.12,0.539
R00013947,M0039,2024-03-07T12:00:00,46.67,3.316,114.3,8998.93,40.08,0.492
R00013948,M0039,2024-03-07T18:00:00,45.4,2.869,105.24,9001.51,39.72,0.43
R00013949,M0039,2024-03-08T00:00:00,46.88,2.848,111.49,9004.14,36.32,0.439
R00013950,M0039,2024-03-08T06:00:00,50.74,2.961,106.44,9008.73,40.67,0.764
R00013951,M0039,2024-03-08T12:00:00,47.15,2.88,108.31,9011.95,42.65,0.538
R00013952,M0039,2024-03-08T18:00:00,45.71,3.155,107.55,9015.16,36.62,0.535
R00013953,M0039,2024-03-09T00:00:00,48.71,2.778,112.17,9018.35,37.3,0.531
R00013954,M0039,2024-03-09T06:00:00,49.22,2.772,105.08,9020.75,37.19,0.399
R00013955,M0039,2024-03-09T12:00:00,47.24,3.224,109.57,9024.1,37.33,0.559
R00013956,M0039,2024-03-09T18:00:00,43.0,2.793,106.99,9027.14,40.4,0.507
R00013957,M0039,2024-03-10T00:00:00,45.37,3.138,109.5,9030.8,41.29,0.611
R00013958,M0039,2024-03-10T06:00:00,49.46,3.396,111.06,9033.41,39.75,0.435
R00013959,M0039,2024-03-10T12:00:00,46.95,3.062,119.53,9037.63,39.48,0.703
R00013960,M0039,2024-03-10T18:00:00,49.34,3.182,113.15,9041.43,37.44,0.633
R00013961,M0039,2024-03-11T00:00:00,48.31,2.834,107.26,9044.26,42.17,0.471
R00013962,M0039,2024-03-11T06:00:00,48.22,3.118,106.92,9048.16,37.72,0.65
R00013963,M0039,2024-03-11T12:00:00,45.5,3.28,106.36,9051.83,40.34,0.612
R00013964,M0039,2024-03-11T18:00:00,45.57,3.305,106.34,9055.8,37.05,0.662
R00013965,M0039,2024-03-12T00:00:00,46.28,2.928,103.68,9059.73,42.56,0.654
R00013966,M0039,2024-03-12T06:00:00,46.5,3.027,110.58,9063.17,37.89,0.574
R00013967,M0039,2024-03-12T12:00:00,49.77,3.136,110.12,9066.86,44.52,0.615
R00013968,M0039,2024-03-12T18:00:00,45.47,2.869,110.39,9070.44,40.05,0.596
R00013969,M0039,2024-03-13T00:00:00,48.75,3.158,118.48,9073.3,36.83,0.476
R00013970,M0039,2024-03-13T06:00:00,47.83,3.013,114.56,9076.77,40.39,0.578
R00013971,M0039,2024-03-13T12:00:00,46.38,2.854,111.08,9080.01,40.02,0.541
R00013972,M0039,2024-03-13T18:00:00,46.23,3.241,107.91,9084.46,38.24,0.741
R00013973,M0039,2024-03-14T00:00:00,48.74,3.08,107.43,9088.59,40.44,0.688
R00013974,M0039,2024-03-14T06:00:00,49.66,3.331,105.44,9092.2,42.14,0.603
R00013975,M0039,2024-03-14T12:00:00,46.48,3.354,110.73,9096.07,36.14,0.644
R00013976,M0039,2024-03-14T18:00:00,46.45,2.856,103.81,9099.29,42.5,0.537
R00013977,M0039,2024-03-15T00:00:00,47.84,3.112,109.42,9102.77,40.02,0.581
R00013978,M0039,2024-03-15T06:00:00,48.63,3.232,106.89,9107.06,40.29,0.715
R00013979,M0039,2024-03-15T12:00:00,50.08,2.881,105.05,9110.73,42.78,0.612
R00013980,M0039,2024-03-15T18:00:00,46.28,2.835,103.71,9113.69,39.76,0.493
R00013981,M0039,2024-03-16T00:00:00,49.03,3.246,108.42,9116.35,38.67,0.444
R00013982,M0039,2024-03-16T06:00:00,47.5,3.744,109.98,9120.77,41.18,0.735
R00013983,M0039,2024-03-16T12:00:00,47.89,3.17,107.89,9124.76,40.1,0.665
R00013984,M0039,2024-03-16T18:00:00,46.64,2.773,111.26,9127.78,38.22,0.504
R00013985,M0039,2024-03-17T00:00:00,46.69,3.183,108.74,9131.68,43.59,0.651
R00013986,M0039,2024-03-17T06:00:00,48.03,2.83,109.11,9134.78,37.57,0.517
R00013987,M0039,2024-03-17T12:00:00,48.04,3.116,112.43,9137.48,39.05,0.45
R00013988,M0039,2024-03-17T18:00:00,45.37,2.88,110.28,9139.43,36.88,0.324
R00013989,M0039,2024-03-18T00:00:00,46.49,3.025,110.86,9142.68,39.24,0.541
R00013990,M0039,2024-03-18T06:00:00,47.79,2.815,114.52,9145.85,40.03,0.529
R00013991,M0039,2024-03-18T12:00:00,46.62,2.853,111.61,9148.44,39.95,0.431
R00013992,M0039,2024-03-18T18:00:00,50.37,3.232,115.89,9152.0,43.11,0.595
